"Slachtdieren";"Perioden";"Aantal slachtingen (x 1 000)"
"Totaal volwassen runderen";"2004 augustus";48,4
"Totaal volwassen runderen";"2004 september";55,6
"Totaal volwassen runderen";"2004 oktober";55,8
"Totaal volwassen runderen";"2004 november";59,9
"Totaal volwassen runderen";"2004 december";55,8
"Totaal volwassen runderen";"2004";599,5
"Totaal volwassen runderen";"2005 januari";60,8
"Totaal volwassen runderen";"2005 februari";45,4
"Totaal volwassen runderen";"2005 maart";49,5
"Totaal volwassen runderen";"2005 april";45,3
"Totaal volwassen runderen";"2005 mei";39,3
"Totaal volwassen runderen";"2005 juni";42,4
"Totaal volwassen runderen";"2005 juli";36,8
"Totaal volwassen runderen";"2005 augustus";46,9
"Totaal volwassen runderen";"2005 september";56,9
"Totaal volwassen runderen";"2005 oktober";53,6
"Totaal volwassen runderen";"2005 november";59,8
"Totaal volwassen runderen";"2005 december";58
"Totaal volwassen runderen";"2005";594,7
"Totaal volwassen runderen";"2006 januari";53,3
"Totaal volwassen runderen";"2006 februari";46,3
"Totaal volwassen runderen";"2006 maart";55
"Totaal volwassen runderen";"2006 april";39,9
"Totaal volwassen runderen";"2006 mei";42,5
"Totaal volwassen runderen";"2006 juni";42,6
"Totaal volwassen runderen";"2006 juli";34
"Totaal volwassen runderen";"2006 augustus";43,5
"Totaal volwassen runderen";"2006 september";51,4
"Totaal volwassen runderen";"2006 oktober";58,1
"Totaal volwassen runderen";"2006 november";63,5
"Totaal volwassen runderen";"2006 december";50,9
"Totaal volwassen runderen";"2006";581
"Totaal volwassen runderen";"2007 januari";52,3
"Totaal volwassen runderen";"2007 februari";41,8
"Totaal volwassen runderen";"2007 maart";54,9
"Totaal volwassen runderen";"2007 april";43,6
"Totaal volwassen runderen";"2007 mei";42,4
"Totaal volwassen runderen";"2007 juni";41,2
"Totaal volwassen runderen";"2007 juli";32,8
"Totaal volwassen runderen";"2007 augustus";44,1
"Totaal volwassen runderen";"2007 september";45,1
"Totaal volwassen runderen";"2007 oktober";60,8
"Totaal volwassen runderen";"2007 november";56,4
"Totaal volwassen runderen";"2007 december";44,6
"Totaal volwassen runderen";"2007";560
"Totaal volwassen runderen";"2008 januari";47,4
"Totaal volwassen runderen";"2008 februari";43,6
"Totaal volwassen runderen";"2008 maart";38,6
"Totaal volwassen runderen";"2008 april";35,9
"Totaal volwassen runderen";"2008 mei";33,2
"Totaal volwassen runderen";"2008 juni";34,4
"Totaal volwassen runderen";"2008 juli";33,5
"Totaal volwassen runderen";"2008 augustus";38,3
"Totaal volwassen runderen";"2008 september";48,4
"Totaal volwassen runderen";"2008 oktober";50,7
"Totaal volwassen runderen";"2008 november";49,4
"Totaal volwassen runderen";"2008 december";51,7
"Totaal volwassen runderen";"2008";505,1
"Totaal volwassen runderen";"2009 januari";52,5
"Totaal volwassen runderen";"2009 februari";45
"Totaal volwassen runderen";"2009 maart";46,1
"Totaal volwassen runderen";"2009 april";35,2
"Totaal volwassen runderen";"2009 mei";43,8
"Totaal volwassen runderen";"2009 juni";43,7
"Totaal volwassen runderen";"2009 juli";44,4
"Totaal volwassen runderen";"2009 augustus";47
"Totaal volwassen runderen";"2009 september";56,3
"Totaal volwassen runderen";"2009 oktober";55,3
"Totaal volwassen runderen";"2009 november";58,1
"Totaal volwassen runderen";"2009 december";56,6
"Totaal volwassen runderen";"2009";584
"Totaal volwassen runderen";"2010 januari";39,4
"Totaal volwassen runderen";"2010 februari";37,4
"Totaal volwassen runderen";"2010 maart";47
"Totaal volwassen runderen";"2010 april";38,5
"Totaal volwassen runderen";"2010 mei";36,6
"Totaal volwassen runderen";"2010 juni";39,9
"Totaal volwassen runderen";"2010 juli";37
"Totaal volwassen runderen";"2010 augustus";43,4
"Totaal volwassen runderen";"2010 september";51,8
"Totaal volwassen runderen";"2010 oktober";56
"Totaal volwassen runderen";"2010 november";59,1
"Totaal volwassen runderen";"2010 december";52,2
"Totaal volwassen runderen";"2010";538,3
"Totaal volwassen runderen";"2011 januari";51,4
"Totaal volwassen runderen";"2011 februari";44,5
"Totaal volwassen runderen";"2011 maart";46,6
"Totaal volwassen runderen";"2011 april";38,2
"Totaal volwassen runderen";"2011 mei";41
"Totaal volwassen runderen";"2011 juni";38,1
"Totaal volwassen runderen";"2011 juli";37,5
"Totaal volwassen runderen";"2011 augustus";43
"Totaal volwassen runderen";"2011 september";49,8
"Totaal volwassen runderen";"2011 oktober";44,7
"Totaal volwassen runderen";"2011 november";50,5
"Totaal volwassen runderen";"2011 december";43,8
"Totaal volwassen runderen";"2011";529,1
"Totaal volwassen runderen";"2012 januari";46,8
"Totaal volwassen runderen";"2012 februari";39
"Totaal volwassen runderen";"2012 maart";45,5
"Totaal volwassen runderen";"2012 april";37,9
"Totaal volwassen runderen";"2012 mei";38,1
"Totaal volwassen runderen";"2012 juni";40,6
"Totaal volwassen runderen";"2012 juli";35,2
"Totaal volwassen runderen";"2012 augustus";43
"Totaal volwassen runderen";"2012 september";45
"Totaal volwassen runderen";"2012 oktober";52,4
"Totaal volwassen runderen";"2012 november";49,3
"Totaal volwassen runderen";"2012 december";38,5
"Totaal volwassen runderen";"2012";511,3
"Totaal volwassen runderen";"2013 januari";42,2
"Totaal volwassen runderen";"2013 februari";34,3
"Totaal volwassen runderen";"2013 maart";40,2
"Totaal volwassen runderen";"2013 april";37,5
"Totaal volwassen runderen";"2013 mei";42,4
"Totaal volwassen runderen";"2013 juni";33,1
"Totaal volwassen runderen";"2013 juli";36,2
"Totaal volwassen runderen";"2013 augustus";42,3
"Totaal volwassen runderen";"2013 september";47
"Totaal volwassen runderen";"2013 oktober";52,3
"Totaal volwassen runderen";"2013 november";52,8
"Totaal volwassen runderen";"2013 december";42,7
"Totaal volwassen runderen";"2013";503,1
"Totaal volwassen runderen";"2014 januari";53,6
"Totaal volwassen runderen";"2014 februari";41,3
"Totaal volwassen runderen";"2014 maart";38,7
"Totaal volwassen runderen";"2014 april";37,7
"Totaal volwassen runderen";"2014 mei";37,9
"Totaal volwassen runderen";"2014 juni";36,5
"Totaal volwassen runderen";"2014 juli";36,7
"Totaal volwassen runderen";"2014 augustus";42,4
"Totaal volwassen runderen";"2014 september";44,1
"Totaal volwassen runderen";"2014 oktober";54,4
"Totaal volwassen runderen";"2014 november";49,7
"Totaal volwassen runderen";"2014 december";52,1
"Totaal volwassen runderen";"2014";525,3
"Totaal volwassen runderen";"2015 januari";51
"Totaal volwassen runderen";"2015 februari";39,8
"Totaal volwassen runderen";"2015 maart";38,9
"Totaal volwassen runderen";"2015 april";34,2
"Totaal volwassen runderen";"2015 mei";31,7
"Totaal volwassen runderen";"2015 juni";38,8
"Totaal volwassen runderen";"2015 juli";37,4
"Totaal volwassen runderen";"2015 augustus";38,4
"Totaal volwassen runderen";"2015 september";49
"Totaal volwassen runderen";"2015 oktober";46,6
"Totaal volwassen runderen";"2015 november";48,4
"Totaal volwassen runderen";"2015 december";47,2
"Totaal volwassen runderen";"2015";501,4
"Totaal volwassen runderen";"2016 januari";44,2
"Totaal volwassen runderen";"2016 februari";42,7
"Totaal volwassen runderen";"2016 maart";43,7
"Totaal volwassen runderen";"2016 april";49,2
"Totaal volwassen runderen";"2016 mei";40,4
"Totaal volwassen runderen";"2016 juni";45,3
"Totaal volwassen runderen";"2016 juli";40,4
"Totaal volwassen runderen";"2016 augustus";44,9
"Totaal volwassen runderen";"2016 september";55,9
"Totaal volwassen runderen";"2016 oktober";48,1
"Totaal volwassen runderen";"2016 november";56,9
"Totaal volwassen runderen";"2016 december";59,2
"Totaal volwassen runderen";"2016";570,9
"Totaal volwassen runderen";"2017 januari";59,1
"Totaal volwassen runderen";"2017 februari";57,1
"Totaal volwassen runderen";"2017 maart";73,4
"Totaal volwassen runderen";"2017 april";53,8
"Totaal volwassen runderen";"2017 mei";52,8
"Totaal volwassen runderen";"2017 juni";51,3
"Totaal volwassen runderen";"2017 juli";41,8
"Totaal volwassen runderen";"2017 augustus";48,9
"Totaal volwassen runderen";"2017 september";45,8
"Totaal volwassen runderen";"2017 oktober";51,6
"Totaal volwassen runderen";"2017 november";61,6
"Totaal volwassen runderen";"2017 december";56,4
"Totaal volwassen runderen";"2017";653,6
"Totaal volwassen runderen";"2018 januari";58,2
"Totaal volwassen runderen";"2018 februari";48,2
"Totaal volwassen runderen";"2018 maart";58,1
"Totaal volwassen runderen";"2018 april";43,4
"Totaal volwassen runderen";"2018 mei";46,5
"Totaal volwassen runderen";"2018 juni";51
"Totaal volwassen runderen";"2018 juli";48,8
"Totaal volwassen runderen";"2018 augustus";55,6
"Totaal volwassen runderen";"2018 september";53,4
"Totaal volwassen runderen";"2018 oktober";56
"Totaal volwassen runderen";"2018 november";50,6
"Totaal volwassen runderen";"2018 december";38
"Totaal volwassen runderen";"2018";607,8
"Totaal volwassen runderen";"2019 januari";42,9
"Totaal volwassen runderen";"2019 februari";37,2
"Totaal volwassen runderen";"2019 maart";37,3
"Totaal volwassen runderen";"2019 april";36,8
"Totaal volwassen runderen";"2019 mei";36
"Totaal volwassen runderen";"2019 juni";34,6
"Totaal volwassen runderen";"2019 juli";35,6
"Totaal volwassen runderen";"2019 augustus";39,1
"Totaal volwassen runderen";"2019 september";40,7
"Totaal volwassen runderen";"2019 oktober";46,8
"Totaal volwassen runderen";"2019 november";47,1
"Totaal volwassen runderen";"2019 december";40,9
"Totaal volwassen runderen";"2019";475,1
"Totaal volwassen runderen";"2020 januari";51,3
"Totaal volwassen runderen";"2020 februari";41,3
"Totaal volwassen runderen";"2020 maart";44,8
"Totaal volwassen runderen";"2020 april";36,7
"Totaal volwassen runderen";"2020 mei";37,6
"Totaal volwassen runderen";"2020 juni";40,2
"Totaal volwassen runderen";"2020 juli";44,3
"Totaal volwassen runderen";"2020 augustus";40,4
"Totaal volwassen runderen";"2020 september";49,1
"Totaal volwassen runderen";"2020 oktober";52
"Totaal volwassen runderen";"2020 november";44,8
"Totaal volwassen runderen";"2020 december";47,3
"Totaal volwassen runderen";"2020";529,8
"Totaal volwassen runderen";"2021 januari";46,2
"Totaal volwassen runderen";"2021 februari";40,1
"Totaal volwassen runderen";"2021 maart";48,6
"Totaal volwassen runderen";"2021 april";42,7
"Totaal volwassen runderen";"2021 mei";38,6
"Totaal volwassen runderen";"2021 juni";49,2
"Totaal volwassen runderen";"2021 juli";42,4
"Totaal volwassen runderen";"2021 augustus";42,6
"Totaal volwassen runderen";"2021 september";48,7
"Totaal volwassen runderen";"2021 oktober";49
"Totaal volwassen runderen";"2021 november";51,9
"Totaal volwassen runderen";"2021 december";44,6
"Totaal volwassen runderen";"2021";544,7
"Totaal volwassen runderen";"2022 januari*";41,5
"Totaal volwassen runderen";"2022 februari*";39,2
"Totaal volwassen runderen";"2022 maart*";45,8
"Totaal volwassen runderen";"2022 april*";41,9
"Totaal volwassen runderen";"2022 mei*";44,4
"Totaal volwassen runderen";"2022 juni*";38,4
"Koeien";"1990 januari";65,8
"Koeien";"1990 februari";58,5
"Koeien";"1990 maart";63,9
"Koeien";"1990 april";48,9
"Koeien";"1990 mei";54,2
"Koeien";"1990 juni";49,3
"Koeien";"1990 juli";41,6
"Koeien";"1990 augustus";50
"Koeien";"1990 september";53
"Koeien";"1990 oktober";71,5
"Koeien";"1990 november";73
"Koeien";"1990 december";63,2
"Koeien";"1990";692,9
"Koeien";"1991 januari";79,5
"Koeien";"1991 februari";69,2
"Koeien";"1991 maart";67,3
"Koeien";"1991 april";66,7
"Koeien";"1991 mei";70,6
"Koeien";"1991 juni";61,5
"Koeien";"1991 juli";60,4
"Koeien";"1991 augustus";66,9
"Koeien";"1991 september";74,1
"Koeien";"1991 oktober";81,8
"Koeien";"1991 november";79,9
"Koeien";"1991 december";70,7
"Koeien";"1991";848,6
"Koeien";"1992 januari";80,3
"Koeien";"1992 februari";66,3
"Koeien";"1992 maart";72,2
"Koeien";"1992 april";63,6
"Koeien";"1992 mei";65
"Koeien";"1992 juni";65,3
"Koeien";"1992 juli";60,5
"Koeien";"1992 augustus";60,7
"Koeien";"1992 september";75,2
"Koeien";"1992 oktober";74,3
"Koeien";"1992 november";68
"Koeien";"1992 december";69,2
"Koeien";"1992";820,6
"Koeien";"1993 januari";73,7
"Koeien";"1993 februari";69,9
"Koeien";"1993 maart";79
"Koeien";"1993 april";64
"Koeien";"1993 mei";59,3
"Koeien";"1993 juni";66,5
"Koeien";"1993 juli";56,5
"Koeien";"1993 augustus";59,5
"Koeien";"1993 september";64,2
"Koeien";"1993 oktober";64,5
"Koeien";"1993 november";73,1
"Koeien";"1993 december";71
"Koeien";"1993";801,2
"Koeien";"1994 januari";74,5
"Koeien";"1994 februari";66,8
"Koeien";"1994 maart";76,7
"Koeien";"1994 april";61,9
"Koeien";"1994 mei";59,3
"Koeien";"1994 juni";56,1
"Koeien";"1994 juli";43,9
"Koeien";"1994 augustus";57,8
"Koeien";"1994 september";64,8
"Koeien";"1994 oktober";64,2
"Koeien";"1994 november";70,3
"Koeien";"1994 december";65,8
"Koeien";"1994";762,1
"Koeien";"1995 januari";70,2
"Koeien";"1995 februari";61,1
"Koeien";"1995 maart";67,8
"Koeien";"1995 april";55,6
"Koeien";"1995 mei";62,1
"Koeien";"1995 juni";56,5
"Koeien";"1995 juli";44,3
"Koeien";"1995 augustus";55,5
"Koeien";"1995 september";60
"Koeien";"1995 oktober";71
"Koeien";"1995 november";74,2
"Koeien";"1995 december";64,9
"Koeien";"1995";743,2
"Koeien";"1996 januari";79,4
"Koeien";"1996 februari";69
"Koeien";"1996 maart";66,6
"Koeien";"1996 april";46,7
"Koeien";"1996 mei";62,3
"Koeien";"1996 juni";56,4
"Koeien";"1996 juli";62,6
"Koeien";"1996 augustus";67
"Koeien";"1996 september";69,1
"Koeien";"1996 oktober";80,7
"Koeien";"1996 november";80,4
"Koeien";"1996 december";74,1
"Koeien";"1996";814,3
"Koeien";"1997 januari";85,1
"Koeien";"1997 februari";71
"Koeien";"1997 maart";70,4
"Koeien";"1997 april";66,5
"Koeien";"1997 mei";63,2
"Koeien";"1997 juni";60,4
"Koeien";"1997 juli";54,2
"Koeien";"1997 augustus";54,1
"Koeien";"1997 september";63,3
"Koeien";"1997 oktober";72,3
"Koeien";"1997 november";67,3
"Koeien";"1997 december";67,2
"Koeien";"1997";795
"Koeien";"1998 januari";71,4
"Koeien";"1998 februari";57,9
"Koeien";"1998 maart";66,2
"Koeien";"1998 april";53,6
"Koeien";"1998 mei";47,7
"Koeien";"1998 juni";48,7
"Koeien";"1998 juli";45,4
"Koeien";"1998 augustus";47
"Koeien";"1998 september";54,8
"Koeien";"1998 oktober";63,3
"Koeien";"1998 november";64,4
"Koeien";"1998 december";63,8
"Koeien";"1998";684,2
"Koeien";"1999 januari";62,6
"Koeien";"1999 februari";52,1
"Koeien";"1999 maart";62,1
"Koeien";"1999 april";51
"Koeien";"1999 mei";45,2
"Koeien";"1999 juni";50,9
"Koeien";"1999 juli";44,7
"Koeien";"1999 augustus";49,1
"Koeien";"1999 september";57,2
"Koeien";"1999 oktober";58,4
"Koeien";"1999 november";66,4
"Koeien";"1999 december";64,9
"Koeien";"1999";664,6
"Koeien";"2000 januari";66,5
"Koeien";"2000 februari";62,5
"Koeien";"2000 maart";60,5
"Koeien";"2000 april";47,2
"Koeien";"2000 mei";53
"Koeien";"2000 juni";44,3
"Koeien";"2000 juli";44,6
"Koeien";"2000 augustus";49,9
"Koeien";"2000 september";54,4
"Koeien";"2000 oktober";61,4
"Koeien";"2000 november";55
"Koeien";"2000 december";47,6
"Koeien";"2000";646,9
"Koeien";"2001 januari";41,6
"Koeien";"2001 februari";35,7
"Koeien";"2001 maart";21,5
"Koeien";"2001 april";5
"Koeien";"2001 mei";24,2
"Koeien";"2001 juni";38,9
"Koeien";"2001 juli";36,4
"Koeien";"2001 augustus";43,8
"Koeien";"2001 september";52,8
"Koeien";"2001 oktober";59,9
"Koeien";"2001 november";64,8
"Koeien";"2001 december";46,6
"Koeien";"2001";471,2
"Koeien";"2002 januari";62,2
"Koeien";"2002 februari";49,4
"Koeien";"2002 maart";47,2
"Koeien";"2002 april";41,9
"Koeien";"2002 mei";41,8
"Koeien";"2002 juni";36,9
"Koeien";"2002 juli";33,7
"Koeien";"2002 augustus";40,7
"Koeien";"2002 september";47,2
"Koeien";"2002 oktober";54,8
"Koeien";"2002 november";51,3
"Koeien";"2002 december";41,9
"Koeien";"2002";549
"Koeien";"2003 januari";48,2
"Koeien";"2003 februari";38,6
"Koeien";"2003 maart";37,6
"Koeien";"2003 april";35,9
"Koeien";"2003 mei";34,2
"Koeien";"2003 juni";29,5
"Koeien";"2003 juli";31,5
"Koeien";"2003 augustus";37,7
"Koeien";"2003 september";43,5
"Koeien";"2003 oktober";56
"Koeien";"2003 november";51,8
"Koeien";"2003 december";49,8
"Koeien";"2003";494,3
"Koeien";"2004 januari";51,7
"Koeien";"2004 februari";42,6
"Koeien";"2004 maart";44,1
"Koeien";"2004 april";38
"Koeien";"2004 mei";29,6
"Koeien";"2004 juni";38,2
"Koeien";"2004 juli";34,4
"Koeien";"2004 augustus";42,7
"Koeien";"2004 september";49,2
"Koeien";"2004 oktober";49,3
"Koeien";"2004 november";53,5
"Koeien";"2004 december";49,5
"Koeien";"2004";522,8
"Koeien";"2005 januari";54,6
"Koeien";"2005 februari";38,9
"Koeien";"2005 maart";42,3
"Koeien";"2005 april";38,3
"Koeien";"2005 mei";31,7
"Koeien";"2005 juni";35,4
"Koeien";"2005 juli";31,3
"Koeien";"2005 augustus";39,8
"Koeien";"2005 september";49,5
"Koeien";"2005 oktober";46,4
"Koeien";"2005 november";52,4
"Koeien";"2005 december";50,3
"Koeien";"2005";510,9
"Koeien";"2006 januari";46
"Koeien";"2006 februari";40
"Koeien";"2006 maart";47,4
"Koeien";"2006 april";34,4
"Koeien";"2006 mei";36,7
"Koeien";"2006 juni";36,7
"Koeien";"2006 juli";29,3
"Koeien";"2006 augustus";37,5
"Koeien";"2006 september";44,4
"Koeien";"2006 oktober";50,1
"Koeien";"2006 november";54,7
"Koeien";"2006 december";43,9
"Koeien";"2006";501,1
"Koeien";"2007 januari";43,9
"Koeien";"2007 februari";35,1
"Koeien";"2007 maart";46,1
"Koeien";"2007 april";36,6
"Koeien";"2007 mei";35,6
"Koeien";"2007 juni";34,6
"Koeien";"2007 juli";27,5
"Koeien";"2007 augustus";37
"Koeien";"2007 september";37,9
"Koeien";"2007 oktober";51
"Koeien";"2007 november";47,3
"Koeien";"2007 december";37,5
"Koeien";"2007";470,1
"Koeien";"2008 januari";40,3
"Koeien";"2008 februari";36,4
"Koeien";"2008 maart";31,5
"Koeien";"2008 april";29,3
"Koeien";"2008 mei";25
"Koeien";"2008 juni";25,9
"Koeien";"2008 juli";28,1
"Koeien";"2008 augustus";32,6
"Koeien";"2008 september";41,9
"Koeien";"2008 oktober";45
"Koeien";"2008 november";43,6
"Koeien";"2008 december";45,6
"Koeien";"2008";425,2
"Koeien";"2009 januari";46,6
"Koeien";"2009 februari";39,4
"Koeien";"2009 maart";39,5
"Koeien";"2009 april";29,6
"Koeien";"2009 mei";36,8
"Koeien";"2009 juni";37,1
"Koeien";"2009 juli";38,8
"Koeien";"2009 augustus";41
"Koeien";"2009 september";49,8
"Koeien";"2009 oktober";49,4
"Koeien";"2009 november";51,5
"Koeien";"2009 december";49,8
"Koeien";"2009";509,3
"Koeien";"2010 januari";35,2
"Koeien";"2010 februari";32,5
"Koeien";"2010 maart";40,8
"Koeien";"2010 april";33,5
"Koeien";"2010 mei";31,2
"Koeien";"2010 juni";33,8
"Koeien";"2010 juli";31,9
"Koeien";"2010 augustus";37,2
"Koeien";"2010 september";44,8
"Koeien";"2010 oktober";48,7
"Koeien";"2010 november";50,7
"Koeien";"2010 december";45,1
"Koeien";"2010";465,4
"Koeien";"2011 januari";45,2
"Koeien";"2011 februari";40,2
"Koeien";"2011 maart";41,3
"Koeien";"2011 april";33,5
"Koeien";"2011 mei";35,6
"Koeien";"2011 juni";33,4
"Koeien";"2011 juli";33,1
"Koeien";"2011 augustus";38
